Path,CarProfile,Velocity,Translation,Rotation,Head_Z_Acceleration_abs_max,Head_X_Acceleration_abs_max,Head_Y_Acceleration_abs_max,Max_Z_Acceleration,Min_Z_Acceleration,Max_Z_Acceleration_Index,Min_Z_Acceleration_Index
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=0_pos=initial.txt,FCR,40,0,0,36.487,9.375,16.2,36.487,-18.949,63,208
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=120_pos=initial.txt,FCR,40,0,120,94.755,152.575,19.958,94.755,-13.801,110,179
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=150_pos=initial.txt,FCR,40,0,150,56.945,94.364,67.765,56.945,-11.429,128,134
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=210_pos=initial.txt,FCR,40,0,210,37.633,112.383,36.014,37.633,-29.248,118,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=240_pos=initial.txt,FCR,40,0,240,51.192,129.51,8.676,48.691,-51.192,117,114
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=270_pos=initial.txt,FCR,40,0,270,66.373,209.962,7.309,50.918,-66.373,51,97
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=300_pos=initial.txt,FCR,40,0,300,34.586,137.39,7.87,34.586,-29.837,116,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=30_pos=initial.txt,FCR,40,0,30,54.777,89.437,70.615,54.777,-15.526,129,199
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=330_pos=initial.txt,FCR,40,0,330,38.84,117.596,29.657,38.84,-32.405,125,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=0_rot=90_pos=initial.txt,FCR,40,0,90,199.686,303.806,13.003,199.686,-51.827,114,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=0_pos=initial.txt,FCR,40,200,0,35.302,8.82,24.383,35.302,-7.427,60,220
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=120_pos=initial.txt,FCR,40,200,120,112.452,177.62,18.561,112.452,-16.941,110,148
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=150_pos=initial.txt,FCR,40,200,150,57.347,123.697,52.001,57.347,-6.071,123,241
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=180_pos=initial.txt,FCR,40,200,180,40.177,13.119,30.289,40.177,-17.456,67,249
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=210_pos=initial.txt,FCR,40,200,210,44.263,102.304,42.835,44.263,-27.044,147,154
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=240_pos=initial.txt,FCR,40,200,240,139.436,387.646,45.077,84.468,-139.436,110,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=270_pos=initial.txt,FCR,40,200,270,60.376,963.174,389.748,60.376,-47.833,103,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=300_pos=initial.txt,FCR,40,200,300,63.334,136.044,27.329,36.841,-63.334,51,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=30_pos=initial.txt,FCR,40,200,30,60.539,81.065,72.926,60.539,-13.806,140,33
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=330_pos=initial.txt,FCR,40,200,330,37.744,125.053,10.677,28.874,-37.744,70,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=60_pos=initial.txt,FCR,40,200,60,91.683,157.981,48.717,91.683,-14.491,112,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=200_rot=90_pos=initial.txt,FCR,40,200,90,215.278,296.205,28.475,215.278,-52.996,115,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=0_pos=initial.txt,FCR,40,400,0,39.861,13.235,37.431,39.861,-15.006,73,208
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=120_pos=initial.txt,FCR,40,400,120,106.726,206.886,44.029,106.726,-8.246,120,173
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=150_pos=initial.txt,FCR,40,400,150,62.657,107.16,13.619,62.657,-8.248,128,153
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=180_pos=initial.txt,FCR,40,400,180,37.802,20.621,44.775,37.802,-9.053,77,265
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=210_pos=initial.txt,FCR,40,400,210,48.501,102.802,54.717,48.501,-43.682,126,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=240_pos=initial.txt,FCR,40,400,240,67.663,125.206,57.691,39.161,-67.663,103,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=270_pos=initial.txt,FCR,40,400,270,61.28,147.437,46.447,50.228,-61.28,106,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=300_pos=initial.txt,FCR,40,400,300,38.28,237.465,119.688,38.28,-19.256,60,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=30_pos=initial.txt,FCR,40,400,30,57.735,71.175,63.525,57.735,-16.31,135,36
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=330_pos=initial.txt,FCR,40,400,330,56.776,121.149,26.37,28.022,-56.776,74,131
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=400_rot=60_pos=initial.txt,FCR,40,400,60,85.972,145.182,51.516,85.972,-7.877,122,274
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=0_pos=initial.txt,FCR,60,-200,0,40.07,9.027,22.243,40.07,-6.878,65,32
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=120_pos=initial.txt,FCR,60,-200,120,96.059,161.098,53.843,96.059,-17.703,109,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=150_pos=initial.txt,FCR,60,-200,150,55.23,86.079,71.936,55.23,-11.556,129,192
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=180_pos=initial.txt,FCR,60,-200,180,35.423,7.417,43.195,35.423,-18.095,66,225
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=210_pos=initial.txt,FCR,60,-200,210,29.44,114.456,9.762,29.44,-19.511,71,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=240_pos=initial.txt,FCR,60,-200,240,66.405,139.017,25.799,33.861,-66.405,53,295
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=300_pos=initial.txt,FCR,60,-200,300,55.293,337.188,30.076,55.293,-43.093,111,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=30_pos=initial.txt,FCR,60,-200,30,58.01,116.819,62.057,58.01,-11.613,122,204
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=330_pos=initial.txt,FCR,60,-200,330,33.572,104.223,37.918,33.572,-26.157,120,148
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=60_pos=initial.txt,FCR,60,-200,60,96.082,160.44,33.46,96.082,-7.986,111,280
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-200_rot=90_pos=initial.txt,FCR,60,-200,90,153.588,227.356,13.289,153.588,-29.24,115,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=0_pos=initial.txt,FCR,60,-400,0,38.808,18.186,37.489,38.808,-9.186,71,253
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=120_pos=initial.txt,FCR,60,-400,120,114.301,149.286,36.056,114.301,-10.456,132,255
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=150_pos=initial.txt,FCR,60,-400,150,80.545,81.232,71.656,80.545,-15.637,141,154
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=180_pos=initial.txt,FCR,60,-400,180,37.493,13.763,30.789,37.493,-14.375,71,213
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=210_pos=initial.txt,FCR,60,-400,210,44.824,117.957,22.49,27.696,-44.824,68,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=240_pos=initial.txt,FCR,60,-400,240,40.137,122.838,28.598,40.137,-39.205,148,280
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=270_pos=initial.txt,FCR,60,-400,270,53.747,208.052,42.577,53.747,-45.68,113,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=300_pos=initial.txt,FCR,60,-400,300,39.839,107.938,41.465,39.839,-13.768,123,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=30_pos=initial.txt,FCR,60,-400,30,69.594,144.101,35.549,69.594,-9.401,120,232
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=330_pos=initial.txt,FCR,60,-400,330,36.885,113.919,50.762,36.885,-34.753,123,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=60_pos=initial.txt,FCR,60,-400,60,94.968,157.574,9.669,94.968,-7.545,115,137
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=-400_rot=90_pos=initial.txt,FCR,60,-400,90,113.891,211.966,39.852,113.891,-28.1,110,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=0_pos=initial.txt,FCR,60,0,0,38.28,10.41,21.66,38.28,-13.088,63,210
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=120_pos=initial.txt,FCR,60,0,120,95.175,164.465,22.188,95.175,-10.959,111,166
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=150_pos=initial.txt,FCR,60,0,150,59.791,99.655,62.693,59.791,-11.701,127,236
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=180_pos=initial.txt,FCR,60,0,180,37.825,8.38,31.19,37.825,-13.481,68,211
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=210_pos=initial.txt,FCR,60,0,210,57.052,122.164,36.638,57.052,-18.372,144,154
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=240_pos=initial.txt,FCR,60,0,240,71.315,151.103,13.726,35.659,-71.315,96,114
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=270_pos=initial.txt,FCR,60,0,270,85.601,243.62,11.646,73.65,-85.601,275,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=300_pos=initial.txt,FCR,60,0,300,34.283,131.635,9.426,31.909,-34.283,53,300
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=30_pos=initial.txt,FCR,60,0,30,56.621,88.638,71.659,56.621,-13.909,128,195
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=330_pos=initial.txt,FCR,60,0,330,33.999,122.74,28.332,33.999,-18.465,117,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=60_pos=initial.txt,FCR,60,0,60,94.733,167.416,36.579,94.733,-12.891,109,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=0_rot=90_pos=initial.txt,FCR,60,0,90,152.297,230.533,19.941,152.297,-66.681,104,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=0_pos=initial.txt,FCR,60,200,0,35.191,16.992,36.693,35.191,-6.825,69,216
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=120_pos=initial.txt,FCR,60,200,120,112.432,159.906,12.442,112.432,-14.55,110,176
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=150_pos=initial.txt,FCR,60,200,150,62.564,119.271,52.57,62.564,-7.463,122,211
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=180_pos=initial.txt,FCR,60,200,180,40.415,13.375,28.717,40.415,-7.949,72,238
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=210_pos=initial.txt,FCR,60,200,210,37.183,107.34,41.605,37.183,-9.215,124,25
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=240_pos=initial.txt,FCR,60,200,240,61.791,431.2,16.176,44.733,-61.791,93,111
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=270_pos=initial.txt,FCR,60,200,270,66.45,408.715,85.126,61.17,-66.45,104,103
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=300_pos=initial.txt,FCR,60,200,300,44.263,122.089,27.974,37.824,-44.263,53,298
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=30_pos=initial.txt,FCR,60,200,30,85.839,88.299,67.746,85.839,-16.576,137,195
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=330_pos=initial.txt,FCR,60,200,330,36.882,124.086,10.345,27.978,-36.882,70,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=60_pos=initial.txt,FCR,60,200,60,131.274,170.289,50.12,131.274,-7.66,126,153
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=200_rot=90_pos=initial.txt,FCR,60,200,90,210.601,286.037,24.326,210.601,-25.296,116,139
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=0_pos=initial.txt,FCR,60,400,0,36.166,10.546,34.664,36.166,-18.783,71,203
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=120_pos=initial.txt,FCR,60,400,120,97.167,190.378,47.552,97.167,-16.466,120,140
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=150_pos=initial.txt,FCR,60,400,150,76.167,119.099,16.351,76.167,-11.894,135,153
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=180_pos=initial.txt,FCR,60,400,180,41.3,47.107,30.757,41.3,-13.349,76,263
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=210_pos=initial.txt,FCR,60,400,210,51.02,104.665,56.991,51.02,-31.895,126,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=240_pos=initial.txt,FCR,60,400,240,71.654,123.123,71.48,42.398,-71.654,127,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=270_pos=initial.txt,FCR,60,400,270,69.324,148.959,50.936,69.324,-28.196,107,192
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=300_pos=initial.txt,FCR,60,400,300,72.275,135.088,54.125,35.611,-72.275,120,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=30_pos=initial.txt,FCR,60,400,30,55.919,70.23,61.524,55.919,-16.861,135,36
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=330_pos=initial.txt,FCR,60,400,330,27.463,116.442,27.202,27.463,-12.185,128,136
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=60_pos=initial.txt,FCR,60,400,60,94.545,146.332,50.946,94.545,-13.453,120,263
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=60_tra=400_rot=90_pos=initial.txt,FCR,60,400,90,110.045,167.291,34.504,110.045,-19.531,111,131
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=0_pos=initial.txt,FCR,80,-200,0,40.232,8.674,28.478,40.232,-6.036,67,32
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=120_pos=initial.txt,FCR,80,-200,120,133.916,170.87,44.26,133.916,-15.392,124,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=150_pos=initial.txt,FCR,80,-200,150,55.104,68.995,57.145,55.104,-12.05,133,199
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=180_pos=initial.txt,FCR,80,-200,180,35.951,12.154,21.476,35.951,-11.732,67,219
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=210_pos=initial.txt,FCR,80,-200,210,30.816,113.549,11.428,30.816,-30.309,118,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=240_pos=initial.txt,FCR,80,-200,240,73.116,130.044,24.509,34.694,-73.116,50,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=270_pos=initial.txt,FCR,80,-200,270,80.194,379.54,17.123,51.001,-80.194,91,100
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=300_pos=initial.txt,FCR,80,-200,300,77.011,349.804,29.43,77.011,-50.052,111,99
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=30_pos=initial.txt,FCR,80,-200,30,55.002,114.0,58.364,55.002,-13.004,126,210
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=330_pos=initial.txt,FCR,80,-200,330,33.088,105.18,31.748,33.088,-28.966,150,154
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=60_pos=initial.txt,FCR,80,-200,60,117.236,164.001,23.826,117.236,-19.349,110,140
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-200_rot=90_pos=initial.txt,FCR,80,-200,90,155.464,221.813,22.099,155.464,-18.66,114,131
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=0_pos=initial.txt,FCR,80,-400,0,43.479,21.145,47.971,43.479,-26.95,70,269
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=120_pos=initial.txt,FCR,80,-400,120,194.339,250.361,53.621,194.339,-34.127,122,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=150_pos=initial.txt,FCR,80,-400,150,110.46,70.72,67.285,110.46,-11.43,140,158
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=180_pos=initial.txt,FCR,80,-400,180,36.895,10.146,35.772,36.895,-8.246,69,203
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=210_pos=initial.txt,FCR,80,-400,210,55.636,108.453,17.049,27.958,-55.636,68,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=240_pos=initial.txt,FCR,80,-400,240,75.75,167.407,38.734,42.902,-75.75,52,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=270_pos=initial.txt,FCR,80,-400,270,41.242,192.975,56.872,41.242,-25.644,55,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=300_pos=initial.txt,FCR,80,-400,300,44.769,152.216,54.953,44.769,-30.386,123,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=30_pos=initial.txt,FCR,80,-400,30,77.691,148.603,30.904,77.691,-17.314,118,223
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=330_pos=initial.txt,FCR,80,-400,330,40.348,143.45,22.801,40.348,-25.082,136,145
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=60_pos=initial.txt,FCR,80,-400,60,98.126,170.295,13.345,98.126,-6.385,115,287
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=-400_rot=90_pos=initial.txt,FCR,80,-400,90,231.356,321.119,47.232,231.356,-24.358,120,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=0_pos=initial.txt,FCR,80,0,0,39.623,10.181,22.805,39.623,-14.769,69,215
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=120_pos=initial.txt,FCR,80,0,120,120.625,169.991,31.39,120.625,-12.724,110,265
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=150_pos=initial.txt,FCR,80,0,150,60.164,102.139,55.499,60.164,-9.815,128,135
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=180_pos=initial.txt,FCR,80,0,180,38.949,12.184,17.226,38.949,-17.304,65,202
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=210_pos=initial.txt,FCR,80,0,210,33.766,110.162,36.974,33.766,-19.752,119,150
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=240_pos=initial.txt,FCR,80,0,240,61.422,127.837,12.703,34.209,-61.422,98,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=270_pos=initial.txt,FCR,80,0,270,94.914,292.097,5.867,51.114,-94.914,52,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=300_pos=initial.txt,FCR,80,0,300,41.444,147.347,7.837,34.986,-41.444,127,295
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=30_pos=initial.txt,FCR,80,0,30,54.23,95.636,70.203,54.23,-10.979,128,199
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=330_pos=initial.txt,FCR,80,0,330,37.824,131.585,37.525,37.824,-35.684,117,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=60_pos=initial.txt,FCR,80,0,60,87.072,183.027,42.798,87.072,-14.379,110,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=0_rot=90_pos=initial.txt,FCR,80,0,90,157.28,335.488,25.824,157.28,-79.691,102,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=0_pos=initial.txt,FCR,80,200,0,33.8,10.031,36.601,33.8,-15.519,59,202
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=120_pos=initial.txt,FCR,80,200,120,93.964,175.327,17.099,93.964,-7.109,113,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=150_pos=initial.txt,FCR,80,200,150,59.552,132.301,64.424,59.552,-14.179,122,207
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=180_pos=initial.txt,FCR,80,200,180,37.512,13.282,41.051,37.512,-17.205,69,245
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=210_pos=initial.txt,FCR,80,200,210,45.142,100.71,40.71,45.142,-25.616,146,155
